name,game_id,rating,complexity_rating,year_published,min_players,max_players,min_play_time,max_play_time,min_age,owned_by,top_2000
New Haven,146158,6.47796,2.0645,2013,2,4,60,60,12,710,0
Arche Noah,146161,5.82899,1,2013,2,5,25,25,8,139,0
Mauna Kea,146188,5.79511,1.6364,2013,2,4,45,45,10,309,0
Legends of the American Frontier,146197,6.36764,2.5,2016,3,7,90,90,13,336,0
Ruckus: The Goblin Army Game,146204,6.04474,2.1111,2014,2,4,20,20,8,307,0
Dead Man's Hand,146207,7.88066,2.1429,2013,2,6,45,45,11,278,0
Forge War,146221,7.17909,3.7542,2015,1,4,60,180,12,2893,1
1714: The Case of the Catalans,146228,6.87418,2.8182,2014,2,5,120,120,12,500,0
Kings of Artifice,146245,6.201,2.8,2013,2,4,60,60,13,326,0
Showdown: Icons,146247,6.18644,2,2013,2,2,15,15,13,213,0
Angry Sheep,146253,4.63765,1.25,2014,2,4,20,20,12,195,0
Sangoku,146259,4.97742,1.6667,2016,2,5,30,30,10,137,0
Vikings: Warriors of the North,146275,5.24269,1.75,2013,3,4,60,60,14,599,0
Tash-Kalar: Arena of Legends,146278,7.1633,2.8405,2013,2,4,30,60,13,8901,1
Malacca,146290,5.97621,2,2013,2,8,20,20,9,146,0
Bowling for Zombies!!!,146299,4.90392,1,2013,2,5,15,15,0,287,0
Kronen für den König,146309,5.47872,2,2013,3,4,45,45,10,177,0
Ghost Fightin' Treasure Hunters,146312,7.15135,1.623,2013,2,4,30,30,8,8124,1
La Bataille de Leipzig 1813,146333,7.53846,4.3333,2013,2,10,960,960,15,110,0
The Amberden Affair,146384,5.73864,1.75,2013,3,6,45,45,12,198,0
Ender's Game: Battle School,146388,5.59031,2,2013,2,2,30,45,15,371,0
Sentinel Tactics: The Flame of Freedom,146408,6.58986,2.5,2014,2,8,30,60,13,2292,0
Warhammer: Diskwars,146418,7.07114,2.7717,2013,2,4,45,90,14,4344,1
BattleLore: Second Edition,146439,7.68312,2.702,2013,2,2,45,90,14,10002,1
The Game of Life: 50th Special Anniversary Edition,146473,5.16757,1.2,2010,2,6,45,45,9,136,0
Bam!: Das unanständig gute Wortspiel,146496,5.43724,1,2013,4,10,20,40,16,400,0
T.I.M.E Stories,146508,7.40868,2.5955,2015,2,4,90,90,12,40173,1
Имаджинариум (Imaginarium),146548,6.46337,1.087,2011,4,7,30,30,16,771,0
Infamy,146559,6.81033,2.8537,2013,3,4,60,60,13,931,0
Quilt Show,146579,6.39773,1.8947,2014,2,4,45,45,10,807,0
Discount Salmon,146597,5.67734,1,2013,2,5,10,10,8,323,0
Legendary Encounters: An Alien Deck Building Game,146652,7.76038,2.6998,2014,1,5,30,60,17,18082,1
Space Junk,146707,5.75436,1.4286,2014,2,6,60,60,8,275,0
Golem Arcana,146725,6.38054,2.7708,2014,2,8,45,45,14,1683,0
Badass Zombie Killers,146728,6.33333,1,2013,2,6,15,15,0,124,0
Munchkin Adventure Time,146735,6.42605,1.8936,2014,3,6,60,120,10,5260,0
Daemon Dice,146752,5.37097,1,2013,2,8,20,20,10,123,0
Rampaging Jotunn,146762,7.66129,2,2016,2,2,15,45,8,114,0
Granny Wars:  A Game of Tit for Tat,146765,6.17019,1.2,2013,2,8,20,20,7,112,0
A Touch of Evil: Dark Gothic,146784,6.95657,2.1429,2014,2,6,60,60,12,1172,0
Shadows of Brimstone: City of the Ancients,146791,7.96953,3.3526,2014,1,4,120,120,12,7380,1
Sanssouci,146816,7.13099,2.1176,2013,2,4,30,45,8,3048,1
Cappuccino,146818,6.20399,1.25,2013,2,4,10,20,8,714,0
ConeZILLA,146841,5.47561,1,2013,2,4,10,10,6,147,0
NFL Rush Zone,146864,4.98723,1,2013,2,6,20,20,7,303,0
Train Heist,146880,6.42404,2.1667,2013,2,4,30,60,12,825,0
La Granja,146886,7.61538,3.5693,2014,1,4,90,120,12,12548,1
Wildcatters,146910,7.60345,3.9375,2013,2,4,120,120,12,2153,1
Chain of Command,146922,8.35196,3.2308,2013,2,4,120,120,14,420,0
Walking on the Moon,146937,6.81886,1.6,2016,2,5,30,45,10,186,0
Warlock,146943,6.46909,3.3043,2013,3,5,60,60,12,443,0
Let Them Eat Shrimp!,146963,6.60344,1.5455,2014,2,5,20,20,8,486,0
Quiddler Junior,146994,6.5264,1,2013,2,6,40,40,6,141,0
Five Crowns Junior,146997,5.92647,1,2013,2,6,30,30,5,151,0
Zombie Kidz,147009,5.99126,1.1,2013,2,4,15,15,7,516,0
Star Realms,147020,7.56424,1.9261,2014,2,2,20,20,12,63667,1
Hollywood,147021,6.40688,1.9231,2013,2,6,30,30,13,815,0
World of Tanks: Rush,147030,5.88035,2.0833,2013,2,5,30,30,10,1795,0
Larceny,147039,6,1.2,2013,3,10,5,5,12,107,0
Wooolf!!,147104,6.61686,1.9545,2013,4,8,30,30,8,347,0
The Witcher Adventure Game,147116,6.34254,2.4622,2014,2,4,120,120,16,4070,0
Elemental Blast,147136,5.98538,1.1429,2013,3,7,15,30,8,178,0
Whacky Wit,147144,6.5875,2,2013,2,5,15,15,7,110,0
Primate Fear,147145,5.96639,1.5,2013,2,6,45,45,0,274,0
Concept,147151,6.76706,1.3787,2013,4,12,40,40,10,31181,1
Blue Moon Legends,147154,7.26297,2.284,2014,2,2,30,30,14,4164,0
Guerra De Mitos II,147168,7.68236,2.2,2013,2,6,20,20,10,115,0
El Grande Decennial Edition,147170,8.36115,2.973,2006,2,5,90,90,12,1622,0
Soccer City,147171,7.29333,2.4615,2013,2,2,90,180,10,355,0
Yggdrasil (Second Edition with Asgard Expansion),147190,7.75,2.3889,2013,1,6,75,75,13,452,0
Linkee!,147194,6.37523,1.125,2012,2,30,30,30,14,1882,0
Copper Country,147206,6.765,2.7083,2015,2,4,60,60,14,572,0
Catan: Family Edition,147240,6.58371,2.25,2012,3,4,60,90,10,1232,0
Oaxaca: Crafts of a Culture,147241,6.99535,1.9167,2018,1,4,20,40,10,764,0
Lembitu,147251,6.38944,2.625,2015,2,4,45,60,8,101,0
The Ancient World,147253,6.99379,2.7248,2014,2,4,90,90,13,3299,1
Pocket Imperium,147299,6.21185,1.9429,2013,2,4,30,45,12,1997,0
Carcassonne: South Seas,147303,7.0565,1.8844,2013,2,5,35,35,8,5394,1
Om Nom Nom,147305,6.28766,1.2121,2013,1,6,20,20,8,731,0
Caesar Imperator: Britannia,147318,6.81579,2,2013,2,2,90,90,12,131,0
Cuboro Tricky Ways,147352,6.4268,2.5,2013,2,4,30,30,6,127,0
Yu-Gi-Oh! Dice Masters,147363,6.7989,2,2015,2,2,60,60,14,665,0
Robot Turtles,147370,5.9573,1.3421,2013,2,5,15,15,4,3718,0
Irish Freedom,147372,7.2814,2.1667,2013,1,1,60,60,0,108,0
Jumping Jack,147423,5.10517,1,2013,2,4,10,10,3,147,0
Cubist,147431,6.74232,1.8974,2014,2,4,30,45,7,1126,0
We Didn't Playtest This Pasted-On Theme at All!,147445,5.66439,1,2014,2,10,1,10,13,569,0
Field of Glory: The Card Game,147451,6.55275,1.9211,2013,2,2,30,30,13,916,0
The Great Persuader,147457,5.87736,1,2013,3,8,20,30,12,125,0
8 Masters' Revenge,147474,6.18881,2.4,2013,1,4,15,45,13,208,0
Lords & Ladies,147505,6.50658,1.6154,2014,2,5,60,60,10,586,0
Risk: Battlefield Rogue,147523,5.51903,1.9412,2013,2,4,45,90,13,869,0
Malifaux (Second Edition),147537,8.00535,3.6129,2013,2,2,90,120,0,774,0
Stories!,147563,6.42206,1.1429,2013,3,10,30,30,8,234,0
Risk: The Walking Dead – Survival Edition,147568,6.44884,1.9167,2013,2,5,60,60,13,1410,0
The Rats in the Walls,147581,4.66296,1,2013,3,6,30,30,12,121,0
Habe fertig,147590,5.82143,1,2013,2,4,20,20,8,167,0
Crazy Time,147614,6.88036,1.6471,2013,4,7,30,30,12,742,0
Virgin Seas,147616,6.24217,2,2016,2,4,15,40,8,215,0
Friese's Landlord,147623,6.48624,1.7885,2013,2,6,40,40,12,2046,0
Mount Everest,147624,6.3635,2.6875,2013,2,5,90,90,10,822,0
Sojourner Tales,147625,3.95,1.3333,2014,2,6,90,90,10,157,0
Dungeon Crusade: Book I – Genesis of Evil,147635,7.98415,3,2020,1,12,180,600,14,390,0
Squashed,147673,5.72449,1,2013,2,4,5,10,6,129,0
Black Stories: Shit Happens Edition,147681,6.35714,1.3333,2013,2,15,20,20,12,676,0
Hook!,147685,5.49214,1.125,2014,3,6,20,30,8,416,0
Mush! Mush!: Snow Tails 2,147707,6.91765,1.9286,2013,2,8,30,30,12,591,0
Mars Attacks: The Miniatures Game,147716,7.19971,2.2,2014,2,2,120,120,12,1318,0
Karnickel,147721,5.43361,1.1111,2013,2,4,15,15,6,321,0
Liberation 1944: The British Campaign in North West Europe – A Panzer Grenadier Game,147735,7.525,2.3333,2013,2,2,30,30,12,124,0
Super Fantasy: Ugly Snouts Assault,147747,6.78771,2.4054,2013,1,6,90,90,8,1172,0
Five Cucumbers,147768,5.9267,1.2982,2013,2,6,25,25,8,2268,0
Carcassonne Müller Exklusiv-Edition,147782,8,1,2012,2,5,40,40,8,148,0
Buccaneer Bones,147790,5.8242,1.0638,2013,1,4,15,15,8,1036,0
TF22 Mine,147824,5.56098,1.6,2013,2,4,35,35,14,141,0
Lost Legacy: Hyakunen Senso to Ryu no Miko,147883,7.14845,1.1429,2013,2,4,10,10,10,338,0
Ore: The Mining Game,147884,7.23222,2.2857,2013,2,5,60,90,12,247,0
Allegiance: A Realm Divided,147887,8.02456,2.95,2015,2,4,30,60,10,523,0
Dig Mars,147889,6.1144,1.6923,2013,2,4,30,30,8,285,0
Mobscenity,147915,5.98485,1.75,2013,4,40,30,30,17,152,0
Guiscard,147919,7.81485,2.4444,2013,2,4,120,120,12,190,0
Das Labyrinth des Pharao,147920,6.56471,1.7,2013,1,5,40,40,8,137,0
King & Assassins,147930,6.85288,1.8413,2013,2,2,30,30,10,1659,0
End of Atlantis: Revised Edition,147931,5.84543,2.5,2013,3,5,60,90,10,217,0
One Night Ultimate Werewolf,147949,7.07012,1.3776,2014,3,10,10,10,8,48433,1
Händler der Karibik,147999,6.84546,1.85,2013,2,4,20,20,8,405,0
A Spoiled Victory: Dunkirk 1940,148007,7.39459,2.2222,2014,1,1,60,60,0,239,0
Risk: Plants vs. Zombies,148036,6.14201,1.6667,2013,2,2,30,60,10,1086,0
Days of Battle: Golan Heights,148050,7.20784,2.6667,2013,2,2,120,120,13,195,0
Masquerade,148074,6.31892,2,2013,3,6,30,30,12,308,0
Dogs,148083,6.8985,2.375,2013,2,4,60,60,10,1008,0
Worker Placement,148099,5.42744,2.1,2014,2,5,45,45,10,180,0
All Hands on Deck!,148117,6.1381,1,2016,2,6,15,30,13,143,0
Dreaming Spires,148144,6.36995,2.9,2014,3,5,90,90,10,357,0
Oss,148179,5.69543,1.1,2013,2,6,30,30,7,164,0
Dutch Blitz,148203,6.71969,1.2571,1960,2,4,1,15,8,8543,1
Pulp Alley,148204,8.25463,2.3333,2012,1,4,60,120,0,185,0
Penny Press,148205,6.4446,2.1944,2015,2,5,45,60,13,1504,0
Slash: Romance without boundaries,148209,6.43068,1.1429,2013,3,9,45,45,14,310,0
Primer: The Gamer's Source for Battles from the Age of Reason,148213,8.90951,4,2013,2,6,120,120,14,347,0
Splendor,148228,7.42348,1.7823,2014,2,4,30,30,10,111048,1
Corto,148231,6.65015,2.2069,2013,2,4,20,40,10,602,0
SeaFall,148261,6.20227,3.7818,2016,3,5,120,180,14,9717,0
"Operation Battleaxe:  Wavell vs. Rommel, 1941",148264,7.19609,2.3571,2013,2,2,120,120,12,425,0
Metallum,148271,6.9932,2.6667,2013,2,2,60,60,10,986,0
Black Hat,148282,6.08602,2.4,2015,2,6,30,45,10,344,0
Longhorn,148290,6.54575,1.7414,2013,2,2,15,15,8,2724,0
Trieste,148291,6.59038,2.1818,2013,3,3,25,25,13,983,0
Gazala: The Cauldron,148309,7.27371,2.6667,2013,2,2,180,180,12,446,0
Tragedy Looper,148319,7.18326,3.5522,2011,2,4,120,120,13,8879,1
Burning Rome: Rome's Nightmare,148330,6.56162,1.75,2018,2,4,15,30,14,226,0
Regnum Angelica,148375,6.64719,2.4545,2014,2,2,45,45,18,320,0
Ikonikus,148381,5.95758,1.1875,2013,3,8,15,15,7,710,0
30 Carats,148424,6.06956,1.875,2013,3,6,40,40,9,270,0
Downtown,148430,6.26842,2.5,2013,2,4,40,90,12,117,0
Gormenghast: The Board Game,148434,5.89231,1,2013,2,4,60,60,12,259,0
Talo,148443,6.70711,1.625,2014,2,4,20,20,6,360,0
Vietnam Solitaire Special Edition,148471,7.25051,2.1875,2013,1,2,60,60,12,301,0
"1,2,3! Now you see me...",148494,6.07664,1.3077,2013,2,8,15,15,6,405,0
IUNU,148507,6.63086,2,2013,2,4,30,30,10,610,0
S-Evolution,148517,5.33537,2.4167,2013,2,4,45,45,10,191,0
Dice Crawl,148522,5.81482,2,2014,1,4,30,30,10,151,0
Finger weg!,148528,6.50946,1.6,2013,3,8,45,45,12,109,0
Barrel Dice,148531,6.37647,1.6,2013,3,6,20,20,8,552,0
Ghost Blitz: 5 to 12,148532,6.9303,1.3125,2013,2,8,20,20,8,1937,0
"Par le feu, le fer et la Foi",148557,7.52364,3.25,2014,2,2,120,120,14,200,0
Marvel Dice Masters: Avengers vs. X-Men,148575,7.10329,2.2984,2014,2,2,60,60,14,9810,1
District-Z,148581,5.83304,1.4,2014,1,8,30,30,12,297,0
Chicago Stock Exchange,148586,6.05935,1.25,2013,2,4,15,15,8,233,0
"Bigfootses, The Card Game",148592,6.71603,2,2014,2,6,45,45,12,161,0
1944: Race to the Rhine,148601,7.20482,2.9364,2014,1,3,90,90,14,1616,0
Founders of the Empire,148639,6.30497,2.3,2013,2,4,30,45,12,279,0
Yōkaï no Mori,148641,6.90576,2.4444,2013,2,2,15,15,7,623,0
Clumsy Thief,148660,5.80836,1,2013,2,6,15,15,8,245,0
Maquis,148729,7.45336,2.2031,2013,1,1,30,30,14,7636,1
Copa,148730,6.70184,1.7143,2013,2,5,10,30,7,176,0
Scotland Yard Master,148740,6.42812,1.6667,2013,2,6,45,45,10,844,0
City of Zombies,148744,6.85503,1.5714,2013,1,6,30,30,6,284,0
We Were Brothers,148745,7.52985,3.0667,2015,1,6,120,300,15,147,0
Time Masters,148759,6.23277,2.5,2014,2,4,35,35,13,291,0
Feuerdrachen,148764,6.25516,1.2143,2013,2,4,20,20,5,559,0
Brandon the Brave,148767,6.42009,1.0588,2013,1,4,10,10,5,1074,0
Scriba,148918,5.66364,1.25,2011,2,4,90,90,10,116,0
A Night in Deepwail Manor,148939,6.91863,1.3333,2013,1,2,15,15,10,106,0
Kings Under Mountains,148940,5.63761,1.8333,2013,2,4,30,45,10,171,0
Coup: Rebellion G54,148943,6.99667,1.9359,2014,3,6,15,15,14,7040,1
Istanbul,148949,7.54833,2.583,2014,2,5,40,60,10,35392,1
Tiny Epic Kingdoms,148951,6.55653,2.0912,2014,2,5,30,45,13,18085,1
Jetpack Unicorn,148973,5.15426,1,2013,3,100,15,15,12,232,0
Dungeon Guilds,148975,6.52148,1.4737,2013,3,6,20,30,12,241,0
Surprise Slides Game,149051,4.11076,1,2013,2,4,30,30,3,434,0
The Great Snowball Battle,149069,5.45,1.4444,2014,2,6,15,15,8,179,0
Color Clash,149071,5.95937,1,2013,1,8,10,10,7,111,0
Light Line,149078,5.72121,1,2013,1,8,15,15,5,155,0
Dominion: Special Edition,149083,7.75413,2,2013,2,4,30,30,8,102,0
Spurs: A Tale in the Old West,149097,6.90724,2.6471,2014,3,5,90,90,13,767,0
Kill Shakespeare,149112,5.60272,3.5455,2014,2,4,120,180,13,694,0
Spirits of the Rice Paddy,149119,6.69557,3.0816,2015,2,4,90,90,13,1896,0
La Bataille de Vauchamps,149129,7.34043,3.6154,2014,1,2,240,240,12,363,0
Monster Fluxx,149130,6.15228,1.1667,2013,2,6,5,20,8,1890,0
Dead Man's Draw: Captain Carcass,149155,6.84972,1.3299,2015,2,4,15,15,13,9269,1
Castles,149156,3.4902,1.5,2014,2,2,30,30,10,153,0
Heavy Steam,149169,6.75491,3.25,2015,2,4,120,120,12,491,0
Assault on Doomrock,149241,6.96825,3.1404,2014,1,4,150,150,10,1623,0
Risk: The Dalek Invasion of Earth,149296,6.09733,2.2857,2014,2,5,60,120,10,1009,0
"Cthulhu!!!: Hastur La Vista, Baby!",149322,5.6713,1.4,2014,2,6,75,75,15,395,0
Yahtzee Steal the Deal,149323,5.3237,1,2013,2,5,15,15,8,207,0
Escape from Sunset Island:  Zombie Apocalypse Simulator,149324,5.91104,1.8333,2013,4,10,30,90,9,123,0
Trivial Pursuit: Party,149328,5.33917,1.3333,2013,3,6,60,60,16,690,0
Trivial Pursuit: World of Warcraft,149332,5.90198,1.75,2013,2,6,120,120,12,453,0
Hapsburg Eclipse,149361,7.27941,2.24,2014,1,1,30,30,13,853,0
Rock'n Rodeo: Der Festivalmanager,149618,6.67414,3,2014,2,4,120,120,14,194,0
Decision at Elst: An Advanced Squad Leader Starter Kit Historical Module,149620,8.5685,3.8235,2014,2,2,360,720,0,1073,0
Suspense: the Card Game,149621,6.3225,1.7273,2013,3,3,15,15,12,308,0
Noble Treachery: The Last Alliance,149639,6.7108,2.1364,2014,4,6,45,45,12,370,0
Glück Auf (Limited Edition),149707,7.45937,3,2013,2,4,60,75,10,118,0
My Little Pony: Collectible Card Game,149746,6.12471,2.7222,2013,2,2,20,20,10,721,0
Fireteam Zero,149776,7.50035,2.75,2015,1,4,90,90,14,3088,1
Perdition's Mouth: Abyssal Rift,149787,7.41188,3.9062,2016,1,6,30,180,10,1445,0
Twin Peaks,149793,7.58209,4.1538,2014,1,4,360,780,0,725,0
Clash of Giants: Civil War,149794,7.12281,2.3333,2016,1,2,180,420,12,632,0
Escape: Zombie City,149809,6.73945,1.7838,2014,2,4,15,15,10,3303,0
Bullfrogs,149853,6.75179,1.8824,2015,2,4,20,40,8,2059,0
Castro,149863,6.46121,1.4118,2013,2,4,20,20,8,314,0
Sherlock 13,149869,6.43754,1.6111,2013,2,4,15,15,6,1797,0
Te Kuiti,149885,5.94186,1.125,2015,1,2,20,20,6,223,0
Alien vs Predator: The Hunt Begins,149896,6.90079,3.48,2015,1,3,60,120,12,1525,0
Six Making,149910,7.57163,1.7895,2013,2,2,25,25,12,396,0
Warfighter: The Tactical Special Forces Card Game,149951,7.70052,2.7228,2014,1,6,30,180,0,2756,1
Outer Earth,149970,6.6125,2.2,2013,2,4,60,60,13,190,0
Lock 'n Load Tactical: Heroes of Normandy,150005,8.12235,3.3333,2015,1,2,120,240,12,545,0
Tiger Leader,150010,6.91929,2.7273,2015,1,1,30,60,0,1107,0
No Retreat! Italian Front: 1943-45,150013,7.46886,3.875,2015,2,3,180,780,14,978,0
Pixel Glory,150014,6.6218,1.8947,2014,2,4,25,25,14,1261,0
Shephy,150016,6.72186,1.4348,2013,1,1,15,15,12,667,0
Alternatywy 4,150018,4.81278,3,2013,3,6,90,90,12,121,0
Sheepzzz,150033,5.96866,1.2,2013,2,5,20,20,8,155,0
Risk: Mass Effect – Galaxy at War Edition,150049,6.8381,2,2013,2,5,90,90,10,465,0
Vercingetorix: Twilight of the Gauls,150097,5.99545,2.8333,2015,2,4,240,240,12,176,0
10 Negritos,150138,6.19958,2.4118,2014,1,6,90,90,8,278,0
Guerra en el Pacífico,150143,7.08704,3,2013,2,4,120,120,8,127,0
Skull King,150145,7.5042,1.6881,2013,2,8,30,30,8,17829,1
Rattlebones,150146,6.48092,1.5714,2014,2,4,15,30,14,1808,0
Pirates vs. Ninjas,150162,5.10238,1,2012,2,2,15,15,8,246,0
Les Guerres de Bourgogne 1474-1477,150197,7.14286,2.125,2014,2,2,120,120,12,141,0
QuickWits,150216,5.30263,1.25,2013,3,99,20,30,17,259,0
Squillo: Bordello d'Oriente,150276,5.90147,1.6667,2013,2,6,50,50,18,137,0
The Ravens of Thri Sahashri,150293,7.10867,3.4,2013,2,2,45,45,12,3428,0
COGZ,150294,6.99239,2,2015,2,6,30,30,8,300,0
One Zero One,150298,6.44209,1.84,2013,2,2,10,15,8,960,0
Welcome to the Dungeon,150312,6.54921,1.2327,2013,2,4,30,30,10,24831,1
Berserk: Knights and Villains,150323,6.27868,2,2013,2,2,40,60,13,268,0
Dig Down Dwarf,150364,6.22984,1.4444,2013,2,4,15,15,8,682,0
Dead of Winter: A Crossroads Game,150376,7.48087,3.0111,2014,2,5,60,120,13,62663,1
Carrier Battlegroup: Solitaire,150429,6.86837,2.3333,2014,1,1,90,180,0,243,0
World in Flames Deluxe Edition,150446,8.5626,4.7778,2000,2,6,120,6000,12,395,0
Secrets of the Lost Tomb,150484,7.31567,3.1892,2015,1,6,120,120,13,1408,0
Cat Tower,150485,5.77317,1.0385,2015,2,6,15,20,6,1841,0
Samurai Gardener,150533,6.14611,1.5,2013,2,5,15,15,6,941,0
Big Picture Apples to Apples,150539,5.6441,1,2012,4,6,30,30,7,564,0
Spexxx,150580,6.33136,1.6316,2013,2,4,30,60,8,444,0
Takara Island,150599,5.80576,1.6,2011,2,6,45,45,8,309,0
Candy Chaser,150605,5.88706,1.1429,2013,2,4,10,10,10,628,0
Fanhunter: Las Montañas de la Locura – Electric Boogaloo,150615,5.6136,1.3333,2013,1,5,30,30,10,122,0
Pandemic: The Cure,150658,7.25306,2.0644,2014,2,5,30,30,8,16575,1
Warage Card Game,150659,5.45614,2.2,2013,2,4,15,15,10,224,0
Templar Intrigue,150690,5.04357,1.3529,2014,7,10,15,30,13,1404,0
Next War: India-Pakistan,150761,8.02344,4.1538,2015,2,2,240,480,12,968,0
Antidote,150783,6.2917,1.6415,2013,2,7,20,30,13,3362,0
CLEVER,150797,6.80656,1,2014,2,9,15,15,6,293,0
Mega Man: The Board Game,150811,5.20136,1.5714,2016,2,6,60,90,13,875,0
Monster City Planners,150827,6.26852,2.25,2013,2,4,20,20,12,101,0
Cuba: The Splendid Little War,150831,7.14808,2.6923,2013,2,2,120,120,13,261,0
Pirates! Card Game,150923,6.35822,2.1111,2014,2,6,30,30,12,152,0
Hold Your Breath!,150925,5.51288,1.4,2014,2,4,20,20,6,834,0
Roll Through the Ages: The Iron Age,150926,6.61096,2.2364,2014,1,4,40,60,10,2589,0
Mad City,150930,6.13074,1.6667,2014,1,6,20,30,8,597,0
Lucca the City of Games,150971,6.02909,1.75,2013,2,5,20,30,8,154,0
Gatenkaas,150978,5.73083,1.3333,2014,2,4,20,20,6,142,0
Lords of War: Templars versus Undead,150996,6.53192,2.3,2014,2,2,30,30,12,603,0
Shadows of Brimstone: Swamps of Death,150997,8.04254,3.4023,2014,1,4,90,180,12,5622,1
Valley of the Kings,150999,7.01694,2.1796,2014,2,4,45,45,14,7234,1
Smash Up: Science Fiction Double Feature,151004,7.25782,2.2892,2014,2,2,30,45,12,12565,1
Wands,151005,4.856,1,2014,2,5,10,10,7,120,0
Pathfinder Adventure Card Game: Skull & Shackles – Base Set,151007,7.29764,2.914,2014,1,4,90,90,13,6862,1
Provincia Romana,151016,6.03657,2.4706,2014,2,6,90,90,13,697,0
Baseball Highlights: 2045,151022,7.52089,2.1961,2015,1,4,45,45,9,5592,1
Kung Fu,151078,5.74817,1.2,2013,2,2,20,20,8,209,0
Epic Resort,151151,6.43441,2.5172,2014,2,4,60,120,12,1663,0
Cat & Chocolate: Business Is Business,151215,5.902,1.25,2010,3,6,20,20,8,113,0
Greed,151247,6.64472,2.0091,2014,2,5,30,30,10,3545,0
Castle Crush!,151251,6.55465,1.4706,2013,1,4,15,15,8,252,0
Ophir,151275,6.73932,2.2,2015,2,4,45,60,10,532,0
The Hobbit: The Desolation of Smaug,151310,6.4936,1.8235,2013,1,4,45,60,15,600,0
Millennium Blades,151347,7.67287,3.6641,2016,2,5,80,120,12,7470,1
Heads Up!: Party Game,151367,5.32727,1,2013,2,6,30,30,8,506,0
Illegal,151369,6.11704,1.2,2014,5,9,25,25,18,381,0
Thurn und Taxis Big Box,151377,7.0809,2.25,2008,2,4,60,60,13,222,0
Bigfoot,151396,5.48775,1.75,2014,2,2,15,15,12,225,0
Cross Hares: Testing Ground,151410,5.80671,1.6923,2014,2,4,60,60,10,379,0
Creative Clash,151416,5.94512,1.5714,2014,2,4,30,30,12,254,0
La Fallera Calavera,151446,7.14723,1.8235,2014,2,5,30,30,10,719,0
Bull Moose,151450,7.42957,2.2,2015,3,5,90,90,10,161,0
Krosmaster: Arena – Duel Pack 1,151456,7.12454,2,2013,2,2,10,10,10,816,0
Il était une forêt,151467,4.88406,1.3333,2013,2,4,15,15,7,106,0
Scrabble Twists & Turns,151603,5.48729,1.3333,2012,2,4,30,30,10,195,0
Iron & Ale,151640,5.979,1.6,2014,3,8,45,45,18,443,0
Jane Austen's Matchmaker,151645,6.32903,2,2014,3,6,30,30,8,340,0
Ars Universalis,151683,7.09672,2.25,2015,2,4,45,45,10,180,0
Desert Island,151684,6.34221,2,2015,4,6,60,60,8,493,0
La Cosa Nostra,151771,7.61229,2.625,2014,3,5,90,90,16,3123,1
Qwixx Card Game,151835,6.38087,1.1429,2014,2,5,15,15,8,989,0
That's What She Said Game,151847,5.31971,1.4,2016,4,10,30,60,16,851,0
Clusterf**k!,151887,4.96545,1,2013,4,8,20,20,17,677,0
Sign of the Pagan,151892,7.23256,2.3333,2013,1,2,120,120,12,130,0
Paul Koenig's The Bulge: 6th Panzer Army,151936,7.03898,2.4286,2013,2,2,120,180,13,207,0
Gathering Storm,151952,6.14573,4,2015,2,5,360,480,12,476,0
Village in a Box,151972,6.1161,1.3333,2013,2,4,15,15,12,274,0
Evolution: Random Mutations,151985,5.91868,1.5714,2013,2,4,55,55,12,212,0
Lagoon: Land of Druids,152053,6.22297,2.7273,2014,1,4,60,60,14,3373,0
Diamonds,152162,6.89762,1.546,2014,2,6,20,30,8,7984,1
Nova Aetas,152172,7.22688,3.5,2016,1,4,45,45,12,461,0
Pressure Cooker,152174,6.15828,1.875,2014,2,4,45,45,8,364,0
Second World War at Sea: Horn of Africa,152228,8,2.6667,2013,1,2,30,30,12,100,0
Pairs,152237,6.33096,1.1373,2014,2,8,15,15,0,5858,0
Ultimate Werewolf,152241,6.59338,1.1818,2014,5,30,30,90,13,1741,0
Ultimate Werewolf: Deluxe Edition,152242,7.04928,1.4872,2014,5,75,30,30,14,5829,0
Cards vs Dice: Strategically Lucky,152245,5.68437,1,2013,2,4,15,15,8,162,0
Quizmysteriet,152247,5.47292,1,2013,2,10,30,30,9,110,0
Demigods Evolution,152286,5.42022,3.3333,2014,2,4,120,120,13,180,0
La Patrie en Danger 1814,152345,7.99755,3.1429,2014,1,3,120,120,14,437,0
Trendy Apples to Apples Snack Pack,152421,5.52778,1,2013,3,4,30,30,12,102,0
Fief: France 1429,152470,7.43034,3.8176,2015,3,6,120,240,13,4202,1
Manifest,152471,6.50796,2.8,2014,2,5,45,45,13,216,0
The Lord of the Rings: The Return of the King Deck-Building Game,152510,7.01898,2.1176,2014,2,5,45,45,15,1372,0
Basari: Das Kartenspiel,152567,6.56472,1.9375,2014,3,5,30,30,10,832,0
Zombie-opoly,152615,4.41892,1,2012,2,6,60,60,8,239,0
Black Stories: Medizin Edition,152621,5.89543,1,2014,2,15,45,45,14,147,0
Black Stories: Office Edition,152622,5.32143,1,2014,2,15,20,20,12,116,0
Are You Normal?,152724,5.01184,1,2013,2,6,30,30,18,107,0
Doodle Quest,152757,6.6968,1.0909,2014,1,4,15,15,6,1379,0
Penguin,152758,4.61449,1.0714,2007,2,6,20,20,8,613,0
Aztack,152761,5.84852,1.3333,2014,2,4,15,15,7,263,0
Thunderstone Advance: Worlds Collide,152765,7.73245,2.8,2014,1,5,60,60,12,1834,0
