BGGId,Name,YearPublished,Complexity,ComplexityCategory,AvgRating,MinPlayers,MaxPlayers,NumOwned,MfgPlaytime,ComMinPlaytime,ComMaxPlaytime,MfgAgeRec,NumUserRatings,TotalMechanics,boardgamerank,strategygamesrank,abstractsrank,familygamesrank,thematicrank,cgsrank,wargamesrank,partygamesrank,childrensgamesrank,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
255675,Exit: The Game – The Catacombs of Horror,2018,2.6667,Average complexity,7.41778,1,4,3082,240,120,240,16,1345,2,1364,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
116954,Indigo,2012,1.4774,Low complexity,6.84522,2,4,4462,30,30,30,8,3013,3,1365,21926,70,355,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
103185,Walnut Grove,2011,2.462,Average complexity,6.97873,1,4,2222,60,30,60,10,2211,4,1366,715,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
38863,Hab & Gut,2008,2.1737,Average complexity,7.08064,3,5,1658,45,45,45,10,1924,2,1367,702,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
302388,Back to the Future: Back in Time,2020,2.3171,Average complexity,7.33538,2,4,4406,50,50,50,10,1567,4,1368,21926,21926,21926,280,21926,21926,21926,21926,1,0,0,0,0,0,0,0
1829,Risk 2210 A.D.,2001,2.7197,Average complexity,6.69352,2,5,12054,240,240,240,10,6850,5,1369,21926,21926,21926,21926,21926,608,21926,21926,0,0,1,0,0,0,0,0
283294,Yukon Airways,2019,2.7703,Average complexity,7.45195,1,4,2321,90,60,90,14,1334,7,1370,687,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
123607,Puzzle Strike (Third Edition),2012,2.7019,Average complexity,7.21484,2,4,2259,20,20,20,10,1770,3,1371,735,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
34297,The Climbers,2008,1.819,Low complexity,6.83405,2,5,3856,45,45,45,8,2922,4,1372,21926,72,356,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
2065,Shogi,1587,3.7619,High complexity,7.3693,2,2,2744,60,60,60,8,1616,3,1373,21926,39,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
149776,Fireteam Zero,2015,2.7273,Average complexity,7.52712,1,4,2727,90,90,90,14,1387,5,1374,766,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
148951,Tiny Epic Kingdoms,2014,2.0938,Average complexity,6.58149,2,5,17266,45,30,45,13,7253,10,1375,859,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
176083,Hit Z Road,2016,1.8481,Low complexity,6.76836,1,4,6740,60,30,60,12,3741,7,1376,21926,21926,21926,336,21926,21926,21926,21926,1,0,0,0,0,0,0,0
2987,Pirate's Cove,2002,2.0063,Average complexity,6.57101,3,5,10345,90,60,90,8,8019,4,1377,21926,21926,435,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
34887,Revolution!,2009,2.0405,Average complexity,6.72386,3,4,5016,60,60,60,13,4161,5,1378,810,21926,407,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
264198,Warhammer Quest: Blackstone Fortress,2018,2.8286,Average complexity,7.93521,1,5,3073,180,120,180,12,1138,8,1379,21926,21926,21926,235,21926,21926,21926,21926,1,0,0,0,0,0,0,0
195043,Welcome Back to the Dungeon,2016,1.3774,Low complexity,6.77287,2,4,8093,30,30,30,10,3589,4,1380,21926,21926,375,21926,21926,21926,84,21926,0,0,0,1,0,0,1,0
5206,Ogre,1977,2.3469,Average complexity,6.95629,1,3,7992,45,45,45,10,2725,10,1381,21926,21926,21926,21926,21926,284,21926,21926,0,0,1,0,0,0,0,0
281194,Flick of Faith,2019,1.2414,Low complexity,7.48936,2,4,2437,40,15,40,8,1275,4,1382,21926,21926,322,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
1499,World in Flames,1985,4.6373,High complexity,7.60054,2,7,2707,6000,120,6000,12,1377,9,1383,21926,21926,21926,21926,21926,103,21926,21926,0,0,1,0,0,0,0,0
215840,Exit: The Game – The Forbidden Castle,2017,3.2727,High complexity,6.8495,1,4,5939,90,45,90,12,2756,3,1384,21926,21926,21926,306,21926,21926,21926,21926,1,0,0,0,0,0,0,0
30658,Rise of Empires,2009,3.5495,High complexity,7.03812,2,5,2987,180,180,180,12,2036,3,1385,710,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
230267,Dice Settlers,2018,2.9394,Average complexity,6.96891,1,4,4647,60,45,60,14,2337,7,1386,740,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
55697,Power Struggle,2009,3.3458,High complexity,6.97608,3,5,3261,105,105,105,12,2224,3,1387,722,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
233678,Indian Summer,2017,2.1692,Average complexity,6.79478,1,4,5646,60,15,60,10,3321,3,1388,21926,21926,373,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
257614,Tussie Mussie,2019,1.1045,Low complexity,6.95732,2,4,5624,30,20,30,8,2377,4,1389,21926,21926,348,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
102435,Navajo Wars,2013,3.8584,High complexity,7.98914,1,2,2710,120,120,120,12,898,3,1390,21926,21926,21926,21926,21926,59,21926,21926,0,0,1,0,0,0,0,0
245354,Unlock!: Secret Adventures – The Adventurers of Oz,2018,2.875,Average complexity,7.4478,1,6,2192,60,60,60,10,1271,3,1391,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
3800,Himalaya,2002,2.5739,Average complexity,6.99698,3,4,2149,60,60,60,8,2146,5,1392,724,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
240855,Lockup: A Roll Player Tale,2019,2.3793,Average complexity,7.36505,1,5,2763,90,45,90,14,1406,4,1393,694,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
12761,Ys,2004,2.9202,Average complexity,6.89003,2,4,3486,90,90,90,12,2521,4,1394,748,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
195856,Bloodborne: The Card Game,2016,2.0833,Average complexity,6.90451,3,5,5712,45,30,45,14,3157,7,1395,21926,21926,21926,338,21926,21926,21926,21926,1,0,0,0,0,0,0,0
306881,Railroad Ink Challenge: Lush Green Edition,2021,2.2105,Average complexity,7.85633,1,4,3821,30,15,30,8,925,5,1396,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
195571,Legendary Encounters: A Firefly Deck Building Game,2016,2.6129,Average complexity,7.14344,1,5,4342,90,45,90,14,1801,3,1397,21926,21926,21926,277,21926,21926,21926,21926,1,0,0,0,0,0,0,0
39339,Android,2008,3.9631,High complexity,6.73845,3,5,6144,180,180,180,13,3771,6,1398,21926,21926,21926,331,21926,21926,21926,21926,1,0,0,0,0,0,0,0
119,Kingdoms,1994,1.8297,Low complexity,6.64355,2,4,6155,45,45,45,9,4732,1,1399,825,93,21926,21926,21926,21926,21926,21926,0,1,0,0,0,1,0,0
248158,Thanos Rising: Avengers Infinity War,2018,2.027,Average complexity,7.17291,2,4,3680,90,60,90,10,2092,3,1400,21926,21926,367,313,21926,21926,21926,21926,1,0,0,1,0,0,0,0
26457,Successors (Third Edition),2008,3.3034,High complexity,7.52594,2,4,1593,300,90,300,12,1204,6,1401,21926,21926,21926,21926,21926,90,21926,21926,0,0,1,0,0,0,0,0
123499,City of Iron,2013,3.2353,High complexity,7.1896,2,4,2208,120,120,120,13,1648,6,1402,713,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
223931,Sherlock Holmes Consulting Detective: Carlton House & Queen's Park,2017,2.375,Average complexity,7.91943,1,8,4003,90,90,90,12,910,3,1403,21926,21926,21926,225,21926,21926,21926,21926,1,0,0,0,0,0,0,0
246200,Piepmatz,2018,2.0833,Average complexity,7.14051,2,4,3378,40,20,40,12,1738,3,1404,739,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
178054,A Study in Emerald (Second Edition),2015,2.9417,Average complexity,6.93226,2,5,4230,60,60,60,13,2424,8,1405,760,21926,21926,303,21926,21926,21926,21926,1,1,0,0,0,0,0,0
218530,Tortuga 1667,2017,1.9643,Low complexity,6.95459,2,9,7957,40,20,40,12,2713,5,1406,21926,21926,21926,21926,21926,21926,96,21926,0,0,0,0,0,0,1,0
31497,Oregon,2007,2.1467,Average complexity,6.76087,2,4,3024,45,45,45,8,3276,2,1407,789,21926,378,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
619,The Bottle Imp,1995,1.8726,Low complexity,6.74006,2,4,4933,30,30,30,10,3388,2,1408,788,21926,381,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
157917,The Lord of the Ice Garden,2014,4.055,High complexity,7.65384,1,4,2156,90,90,90,14,1161,6,1409,708,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
24773,On the Underground,2006,2.4393,Average complexity,6.90035,2,5,2085,60,60,60,7,2417,1,1410,756,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
40209,RAF: The Battle of Britain 1940,2009,3.2455,High complexity,7.98918,1,2,2547,900,120,900,0,934,5,1411,21926,21926,21926,21926,21926,45,21926,21926,0,0,1,0,0,0,0,0
915,Mystery of the Abbey,1995,2.2025,Average complexity,6.5372,3,6,9530,90,60,90,8,7786,7,1412,21926,21926,449,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
88827,Battle Cry: 150th Civil War Anniversary Edition,2010,2.0722,Average complexity,7.63836,2,2,2179,45,45,45,12,1153,4,1413,21926,21926,21926,21926,21926,102,21926,21926,0,0,1,0,0,0,0,0
168609,"Artifacts, Inc.",2014,2.1709,Average complexity,6.78489,2,4,5140,60,60,60,13,3091,6,1414,797,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
307305,Bullet♥︎,2021,2,Average complexity,7.76445,1,4,1793,20,10,20,13,1027,6,1415,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
33451,The Red Dragon Inn 2,2008,1.802,Low complexity,6.90695,2,4,6408,45,45,45,13,2904,4,1416,21926,21926,21926,335,21926,21926,103,21926,1,0,0,0,0,0,1,0
1544,Beyond Balderdash,1993,1.4734,Low complexity,6.82317,2,6,4738,45,45,45,10,3052,3,1417,21926,21926,21926,21926,21926,21926,85,21926,0,0,0,0,0,0,1,0
701,A House Divided: War Between the States 1861-65,1981,2.6327,Average complexity,7.07239,2,2,4002,240,240,240,12,1947,3,1418,21926,21926,21926,21926,21926,182,21926,21926,0,0,1,0,0,0,0,0
230303,Unlock!: Mystery Adventures – The House on the Hill,2017,1.7273,Low complexity,7.04452,1,6,3444,60,60,60,10,1902,3,1419,21926,21926,345,275,21926,21926,21926,21926,1,0,0,1,0,0,0,0
10093,Axis & Allies,2004,3.2137,High complexity,6.69576,2,5,7672,240,240,240,12,5884,3,1420,21926,21926,21926,21926,21926,493,21926,21926,0,0,1,0,0,0,0,0
187700,GKR: Heavy Hitters,2018,2.7442,Average complexity,7.67992,1,4,2866,120,60,120,12,1306,7,1421,21926,21926,21926,270,21926,351,21926,21926,1,0,1,0,0,0,0,0
6351,Gulo Gulo,2003,1.0813,Low complexity,6.83503,2,6,2865,20,15,20,5,2778,3,1422,21926,21926,21926,21926,21926,21926,21926,12,0,0,0,0,0,0,0,1
14254,PitchCar Mini,2003,1.1447,Low complexity,6.95977,2,8,2547,30,30,30,6,2142,2,1423,21926,21926,352,21926,21926,21926,68,21926,0,0,0,1,0,0,1,0
158900,Samurai Spirit,2014,2.1351,Average complexity,6.6529,1,7,7777,30,30,30,9,4518,3,1424,838,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
194517,Super Fantasy Brawl,2020,2.2727,Average complexity,7.79882,2,4,1757,40,30,40,14,1149,8,1425,774,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
267127,Aerion,2019,1.9429,Low complexity,7.47172,1,2,3208,30,15,30,10,1239,6,1426,725,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
147253,The Ancient World,2014,2.7264,Average complexity,7.01021,2,4,3085,90,90,90,13,2060,4,1427,755,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
149951,Warfighter: The Tactical Special Forces Card Game,2014,2.7053,Average complexity,7.70919,1,6,2489,180,30,180,0,1187,8,1428,21926,21926,21926,21926,21926,107,21926,21926,0,0,1,0,0,0,0,0
73369,51st State,2010,3.1102,High complexity,6.81697,2,4,3630,90,40,90,10,2869,4,1429,790,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
281946,Aftermath,2019,2.8511,Average complexity,7.84908,1,4,3507,120,60,120,14,1056,5,1430,21926,21926,21926,260,21926,21926,21926,21926,1,0,0,0,0,0,0,0
302524,Super-Skill Pinball: 4-Cade,2020,2.2,Average complexity,7.31673,1,4,3517,30,30,30,12,1431,4,1431,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
230889,Aristeia!,2017,2.9459,Average complexity,8.32548,2,2,1595,90,60,90,14,859,10,1432,745,21926,21926,21926,15,21926,21926,21926,0,1,0,0,1,0,0,0
283317,The 7th Continent: Classic Edition,2019,3.1143,High complexity,7.88527,1,4,2444,1000,5,1000,14,948,7,1433,21926,21926,21926,267,21926,21926,21926,21926,1,0,0,0,0,0,0,0
99975,Timeline: Discoveries,2011,1.1739,Low complexity,6.72885,2,8,7112,15,15,15,8,3621,0,1434,21926,21926,396,21926,21926,21926,89,21926,0,0,0,1,0,0,1,0
929,The Great Dalmuti,1995,1.2934,Low complexity,6.5681,4,8,11970,60,60,60,8,7155,2,1435,21926,21926,21926,21926,21926,21926,138,21926,0,0,0,0,0,0,1,0
163805,Transatlantic,2017,3.1154,High complexity,7.10153,2,4,2279,120,60,120,12,1760,3,1436,737,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
254,Empires in Arms,1983,4.4067,High complexity,7.61853,2,7,2189,12000,120,12000,14,1257,9,1437,21926,21926,21926,21926,21926,108,21926,21926,0,0,1,0,0,0,0,0
205046,Capital Lux,2016,1.9815,Low complexity,7.03909,2,4,2716,30,30,30,10,1927,5,1438,21926,21926,354,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
3565,Mordheim: City of the Damned,1999,3.0882,High complexity,7.31306,2,6,1986,60,60,60,10,1627,5,1439,21926,21926,21926,287,21926,269,21926,21926,1,0,1,0,0,0,0,0
90040,Pergamon: Second Edition,2011,2.2447,Average complexity,6.89563,2,4,2448,45,45,45,10,2335,2,1440,770,21926,357,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
222542,Otys,2017,2.8933,Average complexity,7.0066,2,4,3952,60,60,60,14,2058,3,1441,767,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
258444,Gingerbread House,2018,1.7955,Low complexity,7.02839,2,4,3571,30,30,30,8,1945,5,1442,21926,21926,349,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
21920,Leonardo da Vinci,2006,3.1878,High complexity,6.74564,2,5,4618,90,90,90,12,3383,5,1443,800,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
299317,Aeon's End: Outcasts,2020,3.0714,High complexity,8.75955,1,4,2238,60,60,60,14,603,6,1444,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
142079,Space Cadets: Dice Duel,2013,2.0891,Average complexity,6.77688,4,8,4834,30,30,30,12,2946,5,1445,21926,21926,21926,327,21926,21926,21926,21926,1,0,0,0,0,0,0,0
111417,The Great Heartland Hauling Co.,2013,1.8393,Low complexity,6.88279,2,4,3988,30,30,30,10,2438,7,1446,798,21926,372,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
494,Ave Caesar,1989,1.3584,Low complexity,6.62966,2,6,4285,30,30,30,12,4456,3,1447,21926,21926,423,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
29223,Marrakech,2007,1.3687,Low complexity,6.67903,2,4,4572,30,30,30,6,4044,3,1448,21926,21926,411,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
272380,SHŌBU,2019,1.8889,Low complexity,7.61101,2,2,1901,30,15,30,8,1078,3,1449,21926,25,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
17223,World of Warcraft: The Boardgame,2005,3.5082,High complexity,6.68012,2,6,8773,180,180,180,12,5484,5,1450,21926,21926,21926,366,21926,21926,21926,21926,1,0,0,0,0,0,0,0
138649,DC Comics Dice Masters: Justice League,2015,2.2941,Average complexity,7.3355,2,2,3228,60,60,60,14,1378,2,1451,21926,21926,21926,21926,29,21926,21926,21926,0,0,0,0,1,0,0,0
29937,König von Siam,2007,2.6988,Average complexity,6.91263,2,4,1729,30,30,30,12,2191,8,1452,769,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
21133,Infinity,2005,3.9091,High complexity,8.10523,2,2,1412,120,90,120,12,838,11,1453,21926,21926,21926,247,21926,134,21926,21926,1,0,1,0,0,0,0,0
208895,New York Slice,2017,1.4286,Low complexity,6.73706,2,6,4960,30,30,30,8,3223,2,1454,21926,21926,399,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
138233,Ascension: Rise of Vigil,2013,2.2754,Average complexity,7.16924,2,4,3218,30,30,30,13,1663,3,1455,779,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
318983,Faiyum,2020,3.1493,High complexity,7.6066,1,5,1647,140,110,140,12,1058,8,1456,696,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
157413,New Bedford,2016,2.3556,Average complexity,7.09666,1,4,3475,60,30,60,12,1809,1,1457,771,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
8098,Jungle Speed,1997,1.1381,Low complexity,6.49544,2,8,18052,10,10,10,7,11831,4,1458,21926,21926,21926,21926,21926,21926,142,21926,0,0,0,0,0,0,1,0
139771,Star Trek: Attack Wing,2013,2.7111,Average complexity,7.50367,2,99,3354,60,60,60,14,1840,4,1459,21926,21926,21926,21926,21926,308,21926,21926,0,0,1,0,0,0,0,0
200853,Habitats,2016,2.2857,Average complexity,7.34433,2,5,1899,50,30,50,10,1295,6,1460,21926,21926,336,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
244916,Drop It,2018,1.0909,Low complexity,6.92562,2,4,3211,30,30,30,8,2206,1,1461,21926,21926,369,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
146221,Forge War,2015,3.7544,High complexity,7.23455,1,4,2859,180,60,180,12,1541,6,1462,751,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
175307,Love Letter: Adventure Time,2015,1.0698,Low complexity,7.23117,2,4,3578,20,20,20,10,1671,3,1463,21926,21926,376,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
103092,Helvetia,2011,3.0559,High complexity,6.97557,2,4,2135,90,90,90,12,1981,3,1464,765,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
107255,Evo (Second Edition),2011,2.3704,Average complexity,6.94548,2,5,2302,60,60,60,14,2154,4,1465,793,21926,387,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
257527,Trapwords,2018,1.4,Low complexity,6.99493,4,8,4019,45,30,45,8,2018,3,1466,21926,21926,21926,21926,21926,21926,63,21926,0,0,0,0,0,0,1,0
172996,The King Is Dead,2015,2.5714,Average complexity,7.13983,2,4,2154,50,30,50,12,1613,7,1467,752,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
19622,A Victory Lost: Crisis in Ukraine 1942-1943,2006,2.5645,Average complexity,7.68196,2,2,1977,360,360,360,12,1051,8,1468,21926,21926,21926,21926,21926,74,21926,21926,0,0,1,0,0,0,0,0
165948,Mangrovia,2014,2.4625,Average complexity,7.15488,2,5,2095,75,75,75,10,1571,4,1469,754,21926,346,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
1198,SET,1988,1.6782,Low complexity,6.49172,1,20,18994,30,30,30,6,11307,4,1470,21926,156,493,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
143185,Smash Up: The Obligatory Cthulhu Set,2013,2.1951,Average complexity,6.75112,2,2,10689,45,30,45,12,3366,4,1471,874,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
112138,Krosmaster: Arena,2012,2.6724,Average complexity,6.7571,2,4,7269,60,45,60,14,3549,5,1472,21926,21926,21926,21926,76,21926,21926,21926,0,0,0,0,1,0,0,0
232595,Skulk Hollow,2019,2.2667,Average complexity,7.44614,2,2,3198,40,40,40,8,1256,3,1473,758,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
171726,Project: ELITE,2016,2.4074,Average complexity,7.63438,1,4,1461,30,30,30,12,1047,6,1474,21926,21926,21926,249,21926,21926,21926,21926,1,0,0,0,0,0,0,0
35435,Nefertiti,2008,2.355,Average complexity,6.99852,3,4,1997,45,45,45,10,1924,2,1475,773,21926,361,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
193728,Pendragon: The Fall of Roman Britain,2017,4.4536,High complexity,7.97389,1,4,2943,360,60,360,16,869,11,1476,21926,21926,21926,21926,21926,67,21926,21926,0,0,1,0,0,0,0,0
361,Hare & Tortoise,1973,1.9358,Low complexity,6.63082,2,6,6640,45,45,45,8,4424,2,1477,21926,21926,430,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
122842,Exodus: Proxima Centauri,2012,3.6095,High complexity,7.16075,2,6,3198,180,180,180,14,1641,11,1478,768,21926,21926,296,21926,21926,21926,21926,1,1,0,0,0,0,0,0
267813,Adventure Games: The Dungeon,2019,1.7391,Low complexity,7.0538,1,4,4309,75,75,75,12,1865,2,1479,21926,21926,21926,315,21926,21926,21926,21926,1,0,0,0,0,0,0,0
160902,Dungeons & Dragons Dice Masters: Battle for Faerûn,2015,2.1864,Average complexity,7.2487,2,2,3537,60,30,60,14,1466,3,1480,21926,21926,21926,21926,34,21926,21926,21926,0,0,0,0,1,0,0,0
223215,Flip Ships,2017,1.3571,Low complexity,7.04962,1,4,3404,45,30,45,8,1790,4,1481,21926,21926,362,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
43868,The Adventurers: The Temple of Chac,2009,1.6558,Low complexity,6.60176,2,6,5536,45,45,45,10,4698,7,1482,21926,21926,442,359,21926,21926,21926,21926,1,0,0,1,0,0,0,0
316858,CloudAge,2020,2.7606,Average complexity,7.48537,1,4,2578,100,60,100,10,1168,4,1483,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
136280,La Boca,2013,1.3667,Low complexity,6.98067,3,6,2192,40,40,40,8,1963,4,1484,21926,21926,371,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
38545,Kamisado,2008,2.4483,Average complexity,6.91227,2,2,2950,20,20,20,10,2234,1,1485,21926,59,21926,21926,21926,21926,21926,21926,0,0,0,0,0,1,0,0
70,Big City,1999,2.2171,Average complexity,6.8628,2,5,2558,60,60,60,10,2376,3,1486,801,21926,386,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
183231,Adventure Land,2015,1.8525,Low complexity,6.90876,2,4,3723,45,45,45,10,2195,2,1487,21926,21926,383,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
986,Babel,2000,2.3971,Average complexity,6.65679,2,2,6305,60,45,60,12,3881,2,1488,842,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
37387,Steel Driver,2008,2.8018,Average complexity,6.97786,3,6,2204,60,60,60,11,1915,3,1489,772,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
63170,1817,2010,4.7162,High complexity,8.68786,3,7,927,540,360,540,16,557,8,1490,654,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
145189,Timeline: Music & Cinema,2013,1.0952,Low complexity,6.74307,2,8,6196,15,15,15,8,3201,0,1491,21926,21926,405,21926,21926,21926,88,21926,0,0,0,1,0,0,1,0
237,Wooden Ships & Iron Men,1974,3.1193,High complexity,7.05421,2,2,4117,60,60,60,12,1998,5,1492,21926,21926,21926,21926,21926,234,21926,21926,0,0,1,0,0,0,0,0
273703,Altar Quest,2020,3.3243,High complexity,7.94056,1,4,2429,90,30,90,14,960,7,1493,21926,21926,21926,237,21926,21926,21926,21926,1,0,0,0,0,0,0,0
98,Axis & Allies,1981,3.0394,High complexity,6.56572,2,5,14855,180,180,180,12,10465,5,1494,21926,21926,21926,21926,21926,678,21926,21926,0,0,1,0,0,0,0,0
175293,Trambahn,2015,1.8315,Low complexity,6.96099,2,2,3531,45,30,45,8,1996,2,1495,21926,21926,377,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
249746,Nanty Narking,2019,2.25,Average complexity,7.60592,2,4,2464,60,60,60,14,1095,10,1496,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
22348,Duplik,2005,1.2222,Low complexity,6.97725,3,10,3275,45,45,45,12,2043,1,1497,21926,21926,21926,21926,21926,21926,70,21926,0,0,0,0,0,0,1,0
221769,Bios: Megafauna (Second Edition),2017,4.4818,High complexity,7.69199,1,4,3602,180,90,180,12,1011,4,1498,734,21926,21926,265,21926,21926,21926,21926,1,1,0,0,0,0,0,0
171011,Favor of the Pharaoh,2015,2,Average complexity,6.79283,2,4,3852,45,45,45,13,2736,2,1499,21926,21926,402,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
206940,Carcassonne: Amazonas,2016,1.925,Low complexity,7.07557,2,5,3778,35,35,35,8,1728,2,1500,21926,21926,370,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
198487,Smash Up: Cease and Desist,2016,2.5,Average complexity,7.48337,2,2,5075,45,45,45,12,1210,8,1501,21926,21926,21926,21926,21926,21926,21926,21926,0,0,0,0,0,0,0,0
259298,The Ancient World (Second Edition),2019,2.814,Average complexity,7.63462,2,4,2657,90,90,90,13,991,4,1502,733,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
730,Breakout: Normandy,1992,3.3913,High complexity,7.68664,2,2,2261,240,240,240,12,1009,5,1503,21926,21926,21926,21926,21926,68,21926,21926,0,0,1,0,0,0,0,0
180592,Steam Time,2015,2.9492,Average complexity,7.11558,2,4,2972,90,90,90,12,1626,4,1504,778,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
211716,John Company,2017,4.1304,High complexity,7.46147,1,6,1939,180,90,180,14,1138,6,1505,21926,21926,21926,268,21926,21926,21926,21926,1,0,0,0,0,0,0,0
157096,Historia,2014,3.1032,High complexity,6.89063,1,6,2929,120,120,120,12,2286,4,1506,802,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
104955,Antike Duellum,2012,2.8908,Average complexity,7.07541,2,2,2247,75,75,75,13,1699,4,1507,783,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
304285,Infinity Gauntlet: A Love Letter Game,2020,1.2069,Low complexity,7.12642,2,6,4584,15,15,15,10,1640,4,1508,21926,21926,365,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
8129,Sluff Off!,2003,1.8578,Low complexity,6.86573,3,5,3814,30,30,30,10,2322,4,1509,21926,21926,395,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
