BGGId,Name,YearPublished,Complexity,ComplexityCategory,AvgRating,MinPlayers,MaxPlayers,NumOwned,MfgPlaytime,ComMinPlaytime,ComMaxPlaytime,MfgAgeRec,NumUserRatings,TotalMechanics,boardgamerank,strategygamesrank,abstractsrank,familygamesrank,thematicrank,cgsrank,wargamesrank,partygamesrank,childrensgamesrank,Cat:Thematic,Cat:Strategy,Cat:War,Cat:Family,Cat:CGS,Cat:Abstract,Cat:Party,Cat:Childrens
174430,Gloomhaven,2017,3.8699,High complexity,8.74997,1,4,76471,120,60,120,14,47151,20,1,1,21926,21926,1,21926,21926,21926,21926,1,1,0,0,0,0,0,0
161936,Pandemic Legacy: Season 1,2015,2.8336,Average complexity,8.59678,2,4,69952,60,60,60,13,44614,8,2,3,21926,21926,2,21926,21926,21926,21926,1,1,0,0,0,0,0,0
224517,Brass: Birmingham,2018,3.9058,High complexity,8.66562,2,4,36959,120,60,120,14,24849,8,3,2,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
167791,Terraforming Mars,2016,3.2441,High complexity,8.41879,1,5,99827,120,120,120,12,73093,11,4,6,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
233078,Twilight Imperium: Fourth Edition,2017,4.2497,High complexity,8.67916,3,6,20038,480,240,480,14,15736,15,5,4,21926,21926,3,21926,21926,21926,21926,1,1,0,0,0,0,0,0
291457,Gloomhaven: Jaws of the Lion,2020,3.5779,High complexity,8.6961,1,4,36046,120,30,120,14,15062,17,6,5,21926,21926,4,21926,21926,21926,21926,1,1,0,0,0,0,0,0
220308,Gaia Project,2017,4.3617,High complexity,8.47909,1,4,23772,150,60,150,12,18791,11,7,7,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
187645,Star Wars: Rebellion,2016,3.7229,High complexity,8.42432,2,4,38785,240,180,240,14,25270,8,8,21926,21926,21926,5,21926,21926,21926,21926,1,0,0,0,0,0,0,0
182028,Through the Ages: A New Story of Civilization,2015,4.4142,High complexity,8.38861,2,4,29759,120,120,120,14,25341,7,9,8,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
115746,War of the Ring: Second Edition,2012,4.174,High complexity,8.50988,2,4,24622,180,150,180,13,15247,12,10,21926,21926,21926,6,21926,1,21926,21926,1,0,1,0,0,0,0,0
162886,Spirit Island,2017,4.0262,High complexity,8.3583,1,4,46171,120,90,120,13,31411,11,11,10,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
193738,Great Western Trail,2016,3.7108,High complexity,8.29585,2,4,39288,150,75,150,12,32599,9,12,9,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
12333,Twilight Struggle,2005,3.5905,High complexity,8.28096,2,2,59214,180,120,180,13,42826,11,13,11,21926,21926,21926,21926,2,21926,21926,0,1,1,0,0,0,0,0
169786,Scythe,2016,3.4251,High complexity,8.21978,1,5,84830,115,90,115,14,63779,14,14,12,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
84876,The Castles of Burgundy,2011,3,High complexity,8.12711,2,4,66765,90,30,90,12,50099,7,15,14,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
173346,7 Wonders Duel,2015,2.2257,Average complexity,8.1073,2,2,108774,30,30,30,10,68294,6,16,19,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
167355,Nemesis,2018,3.3824,High complexity,8.38958,1,5,25254,180,90,180,12,17109,11,17,21926,21926,21926,8,21926,21926,21926,21926,1,0,0,0,0,0,0,0
120677,Terra Mystica,2012,3.9666,High complexity,8.12673,2,5,45266,150,60,150,12,41541,10,18,18,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
124361,Concordia,2013,3.0185,High complexity,8.1209,2,5,36020,100,100,100,13,31147,10,19,16,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
28720,Brass: Lancashire,2007,3.8614,High complexity,8.18111,2,4,27208,120,60,120,14,20770,7,20,13,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
177736,A Feast for Odin,2016,3.8535,High complexity,8.20167,1,4,26460,120,30,120,12,19740,9,21,15,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
266192,Wingspan,2019,2.4387,Average complexity,8.09896,1,5,80435,70,40,70,10,54404,7,22,24,21926,1,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
316554,Dune: Imperium,2020,2.9647,Average complexity,8.31354,1,4,21447,120,60,120,14,13659,8,23,17,21926,21926,9,21926,21926,21926,21926,1,1,0,0,0,0,0,0
205637,Arkham Horror: The Card Game,2016,3.4738,High complexity,8.16597,1,2,58471,120,60,120,14,32494,15,24,21926,21926,21926,11,1,21926,21926,21926,1,0,0,0,1,0,0,0
183394,Viticulture Essential Edition,2015,2.8941,Average complexity,8.06003,1,6,46415,90,45,90,13,34119,5,25,22,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
164928,Orléans,2014,3.0412,High complexity,8.07585,2,4,29902,90,90,90,12,24322,3,26,20,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
237182,Root,2018,3.7068,High complexity,8.09812,2,4,47194,90,60,90,10,30738,10,27,29,21926,21926,21926,21926,16,21926,21926,0,1,1,0,0,0,0,0
96848,Mage Knight Board Game,2011,4.3275,High complexity,8.09974,1,4,41109,240,60,240,14,29271,11,28,27,21926,21926,15,21926,21926,21926,21926,1,1,0,0,0,0,0,0
199792,Everdell,2018,2.8182,Average complexity,8.09234,1,4,42165,80,40,80,13,27925,8,29,32,21926,2,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
3076,Puerto Rico,2002,3.2769,High complexity,7.96884,3,5,75734,150,90,150,12,65187,7,30,35,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
175914,Food Chain Magnate,2015,4.2,High complexity,8.1166,2,5,18400,240,120,240,14,15197,7,31,23,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
102794,Caverna: The Cave Farmers,2013,3.7888,High complexity,8.00345,1,7,37490,210,30,210,12,29588,5,32,30,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
170216,Blood Rage,2015,2.8778,Average complexity,7.99408,2,4,44716,90,60,90,14,37118,8,33,39,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
266507,Clank!: Legacy – Acquisitions Incorporated,2019,2.7,Average complexity,8.69604,2,4,9751,120,90,120,13,4722,17,34,21926,21926,21926,7,21926,21926,21926,21926,1,0,0,0,0,0,0,0
31260,Agricola,2007,3.6395,High complexity,7.92801,1,5,78204,150,30,150,12,65810,10,35,40,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
276025,Maracaibo,2019,3.8942,High complexity,8.21229,1,4,15825,120,30,120,12,10399,16,36,25,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
285774,Marvel Champions: The Card Game,2019,2.8595,Average complexity,8.20626,1,4,23500,90,45,90,14,13558,8,37,21926,21926,21926,21926,2,21926,21926,21926,0,0,0,0,1,0,0,0
192135,Too Many Bones,2017,3.8405,High complexity,8.43605,1,4,11492,120,60,120,12,7655,11,38,28,21926,21926,10,21926,21926,21926,21926,1,1,0,0,0,0,0,0
221107,Pandemic Legacy: Season 2,2017,3.2389,High complexity,8.11266,2,4,26590,60,60,60,14,13473,8,39,31,21926,21926,14,21926,21926,21926,21926,1,1,0,0,0,0,0,0
205059,Mansions of Madness: Second Edition,2016,2.6736,Average complexity,8.02713,1,5,43775,180,120,180,14,28155,13,40,21926,21926,21926,16,21926,21926,21926,21926,1,0,0,0,0,0,0,0
312484,Lost Ruins of Arnak,2020,2.8574,Average complexity,8.10302,1,4,24596,120,30,120,12,15366,7,41,36,21926,3,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
284083,The Crew: The Quest for Planet Nine,2019,1.9937,Low complexity,7.97221,2,5,47987,20,20,20,10,23819,5,42,21926,21926,4,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
251247,Barrage,2019,4.0527,High complexity,8.22651,1,4,12519,120,60,120,14,9161,9,43,26,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
247763,Underwater Cities,2018,3.6097,High complexity,8.10382,1,4,16861,150,80,150,12,12467,7,44,34,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
185343,Anachrony,2017,4.0068,High complexity,8.11379,1,4,17279,120,30,120,15,13157,6,45,37,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
246900,Eclipse: Second Dawn for the Galaxy,2020,3.5512,High complexity,8.67526,2,6,8360,200,60,200,14,4996,14,46,21,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
126163,Tzolk'in: The Mayan Calendar,2012,3.6661,High complexity,7.89161,2,4,38355,90,90,90,13,32977,3,47,44,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
2651,Power Grid,2004,3.2671,High complexity,7.84328,2,6,69662,120,120,120,12,58328,6,48,49,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
180263,The 7th Continent,2017,2.886,Average complexity,8.05624,1,4,33029,1000,5,1000,14,18615,9,49,21926,21926,21926,18,21926,21926,21926,21926,1,0,0,0,0,0,0,0
55690,Kingdom Death: Monster,2015,4.2617,High complexity,8.61012,1,4,10613,180,60,180,17,8012,6,50,21926,21926,21926,13,21926,21926,21926,21926,1,0,0,0,0,0,0,0
216132,Clans of Caledonia,2017,3.4586,High complexity,7.98854,1,4,19103,120,30,120,12,16575,9,51,42,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
209010,Mechs vs. Minions,2016,2.4276,Average complexity,8.02707,2,4,21354,120,60,120,14,14997,10,52,46,21926,21926,17,21926,21926,21926,21926,1,1,0,0,0,0,0,0
164153,Star Wars: Imperial Assault,2014,3.3051,High complexity,8.00025,1,5,36860,120,60,120,14,21644,10,53,21926,21926,21926,20,21926,21926,21926,21926,1,0,0,0,0,0,0,0
35677,Le Havre,2008,3.736,High complexity,7.86737,1,5,31899,150,30,150,12,27828,7,54,48,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
256960,Pax Pamir: Second Edition,2019,3.8162,High complexity,8.35655,1,5,11114,120,45,120,13,6383,11,55,33,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
184267,On Mars,2020,4.6477,High complexity,8.25962,1,4,13453,150,90,150,14,7690,16,56,38,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
230802,Azul,2017,1.7639,Low complexity,7.80254,2,4,92846,45,30,45,8,61527,4,57,21926,1,7,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
125153,The Gallerist,2015,4.2581,High complexity,8.05887,1,4,15259,150,60,150,13,10984,5,58,43,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
72125,Eclipse,2011,3.6993,High complexity,7.87806,2,6,26985,180,60,180,14,26778,10,59,54,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
25613,Through the Ages: A Story of Civilization,2006,4.1755,High complexity,7.90414,2,4,17615,120,120,120,12,18326,5,60,50,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
161533,Lisboa,2017,4.5637,High complexity,8.20247,1,4,12073,120,60,120,12,7768,5,61,41,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
191189,Aeon's End,2016,2.7744,Average complexity,8.01761,1,4,20146,60,60,60,14,13526,9,62,52,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
244521,The Quacks of Quedlinburg,2018,1.9535,Low complexity,7.84165,2,4,43713,45,45,45,10,28655,5,63,21926,21926,6,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
124742,Android: Netrunner,2012,3.3933,High complexity,7.87621,2,2,42476,45,45,45,14,27566,8,64,21926,21926,21926,21926,3,21926,21926,21926,0,0,0,0,1,0,0,0
521,Crokinole,1876,1.25,Low complexity,7.93845,2,4,11809,30,30,30,8,13284,2,65,21926,21926,5,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
159675,Fields of Arle,2014,3.8755,High complexity,8.08523,1,2,13810,120,60,120,13,8945,6,66,45,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
28143,Race for the Galaxy,2007,2.9873,Average complexity,7.75771,2,4,59352,60,30,60,12,48635,7,67,58,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
266810,Paladins of the West Kingdom,2019,3.6889,High complexity,8.0328,1,4,18962,120,90,120,12,10849,5,68,51,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,3.7941,High complexity,7.82095,1,4,57486,120,60,120,14,36792,15,69,21926,21926,21926,23,21926,21926,21926,21926,1,0,0,0,0,0,0,0
201808,Clank!: A Deck-Building Adventure,2016,2.2212,Average complexity,7.81612,2,4,41227,60,30,60,12,31517,8,70,65,21926,8,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
171623,The Voyages of Marco Polo,2015,3.1825,High complexity,7.84242,2,4,23914,100,40,100,12,21664,8,71,55,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
229853,Teotihuacan: City of Gods,2018,3.7623,High complexity,7.92967,1,4,20486,120,90,120,14,14969,8,72,53,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
68448,7 Wonders,2010,2.3258,Average complexity,7.73733,2,7,119235,30,30,30,10,89249,6,73,72,21926,9,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
157354,Five Tribes,2014,2.8545,Average complexity,7.77761,2,4,44377,80,40,80,13,34247,11,74,66,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
200680,Agricola (Revised Edition),2016,3.5051,High complexity,8.00629,1,4,15759,120,30,120,12,11432,11,75,56,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
62219,Dominant Species,2010,4.0431,High complexity,7.8393,2,6,20191,240,120,240,14,18717,11,76,57,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
110327,Lords of Waterdeep,2012,2.4587,Average complexity,7.74859,2,5,59615,120,60,120,12,48355,7,77,73,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
182874,Grand Austria Hotel,2015,3.2296,High complexity,7.87875,2,4,17569,120,60,120,12,14539,10,78,59,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
122515,Keyflower,2012,3.3454,High complexity,7.78508,2,6,23314,120,90,120,12,20010,10,79,63,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
264220,Tainted Grail: The Fall of Avalon,2019,3.2888,High complexity,8.27228,1,4,16069,120,60,120,14,7837,14,80,21926,21926,21926,19,21926,21926,21926,21926,1,0,0,0,0,0,0,0
236457,Architects of the West Kingdom,2018,2.763,Average complexity,7.80905,1,5,28563,80,60,80,12,20238,4,81,69,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
93,El Grande,1995,3.0515,High complexity,7.74966,2,5,23410,120,60,120,12,24369,8,82,67,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
18602,Caylus,2005,3.8022,High complexity,7.75353,2,5,27258,150,60,150,12,27422,3,83,70,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
37111,Battlestar Galactica: The Board Game,2008,3.2463,High complexity,7.74169,3,6,36632,180,120,180,14,33852,14,84,21926,21926,21926,28,21926,21926,21926,21926,1,0,0,0,0,0,0,0
12493,Twilight Imperium: Third Edition,2005,4.2535,High complexity,7.82716,3,6,20272,240,180,240,14,18587,15,85,77,21926,21926,26,21926,21926,21926,21926,1,1,0,0,0,0,0,0
73439,Troyes,2010,3.4646,High complexity,7.75453,1,4,22777,90,90,90,12,20090,9,86,71,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
40834,Dominion: Intrigue,2009,2.4217,Average complexity,7.71041,2,6,45014,30,30,30,13,31070,2,87,81,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
146021,Eldritch Horror,2013,3.3209,High complexity,7.78712,1,8,46338,240,120,240,14,31264,8,88,21926,21926,21926,29,21926,21926,21926,21926,1,0,0,0,0,0,0,0
172386,Mombasa,2015,3.8961,High complexity,7.87597,2,4,13610,150,75,150,12,11573,10,89,64,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
269385,The Lord of the Rings: Journeys in Middle-Earth,2019,2.5867,Average complexity,8.01336,1,5,19437,120,60,120,14,10989,9,90,21926,21926,21926,24,21926,21926,21926,21926,1,0,0,0,0,0,0,0
205896,Rising Sun,2018,3.2831,High complexity,7.842,3,5,22640,120,90,120,14,17338,17,91,82,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
170042,Raiders of the North Sea,2015,2.5295,Average complexity,7.77088,2,4,23610,80,60,80,12,18031,4,92,79,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
314040,Pandemic Legacy: Season 0,2020,3.0127,High complexity,8.64327,2,4,9028,60,45,60,14,3319,7,93,47,21926,21926,12,21926,21926,21926,21926,1,1,0,0,0,0,0,0
163412,Patchwork,2014,1.6252,Low complexity,7.64333,2,2,77304,30,15,30,8,51443,7,94,21926,5,12,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
144733,Russian Railroads,2013,3.4094,High complexity,7.76242,2,4,15135,120,90,120,12,15737,3,95,74,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
42,Tigris & Euphrates,1997,3.5064,High complexity,7.69599,2,4,29238,90,90,90,12,26068,8,96,85,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
203993,Lorenzo il Magnifico,2016,3.287,High complexity,7.88129,2,4,13405,120,60,120,12,10595,5,97,68,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
281259,The Isle of Cats,2019,2.3004,Average complexity,7.93233,1,4,19171,90,60,90,8,10611,9,98,78,21926,10,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
102680,Trajan,2011,3.6533,High complexity,7.75764,2,4,18113,120,60,120,12,15475,5,99,76,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
225694,Decrypto,2018,1.7992,Low complexity,7.79035,3,8,22915,45,15,45,12,14103,4,100,21926,21926,21926,21926,21926,21926,1,21926,0,0,0,0,0,0,1,0
178900,Codenames,2015,1.2796,Low complexity,7.60087,2,8,117959,15,15,15,14,73522,5,101,21926,21926,21926,21926,21926,21926,2,21926,0,0,0,0,0,0,1,0
132531,Roll for the Galaxy,2014,2.7738,Average complexity,7.65046,2,5,34035,45,45,45,13,28038,8,102,93,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
155821,Inis,2016,2.8789,Average complexity,7.81387,2,4,18777,90,60,90,14,14363,11,103,91,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
36218,Dominion,2008,2.3547,Average complexity,7.61081,2,4,106256,30,30,30,13,81131,5,104,107,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
30549,Pandemic,2008,2.4072,Average complexity,7.5913,2,4,166497,45,45,45,8,108101,7,105,118,21926,16,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
233371,Clank! In! Space!: A Deck-Building Adventure,2017,2.5191,Average complexity,7.84553,2,4,15735,90,45,90,12,10583,6,106,88,21926,11,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
2511,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,2.6824,Average complexity,7.70479,1,8,34955,120,60,120,13,18404,5,107,21926,21926,21926,33,21926,21926,21926,21926,1,0,0,0,0,0,0,0
172287,Champions of Midgard,2015,2.5909,Average complexity,7.76217,2,4,20738,90,60,90,10,14474,4,108,92,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
196340,Yokohama,2016,3.2751,High complexity,7.84597,2,4,12940,90,90,90,14,9746,8,109,75,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
198928,Pandemic: Iberia,2016,2.5779,Average complexity,7.9113,2,5,15425,45,45,45,8,8823,9,110,86,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
218417,Aeon's End: War Eternal,2017,2.9252,Average complexity,8.38619,1,4,9312,60,60,60,14,3973,6,111,61,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
127023,Kemet,2012,2.9985,Average complexity,7.70287,2,5,19357,120,90,120,13,17091,6,112,95,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
175155,Forbidden Stars,2015,3.8275,High complexity,7.96845,2,4,12385,180,120,180,14,7958,9,113,83,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
263918,Cartographers,2019,1.8883,Low complexity,7.71675,1,100,28340,45,30,45,10,15948,6,114,21926,21926,13,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
175640,Vinhos Deluxe Edition,2016,4.043,High complexity,8.17908,1,4,8995,135,60,135,14,4888,3,115,62,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
266524,PARKS,2019,2.1587,Average complexity,7.81135,1,5,22233,60,30,60,10,11907,7,116,21926,21926,14,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
163068,Trickerion: Legends of Illusion,2015,4.2179,High complexity,7.93155,2,4,11455,180,60,180,14,7609,7,117,80,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
262712,Res Arcana,2019,2.6088,Average complexity,7.742,2,4,18745,60,30,60,12,13578,7,118,96,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
161970,Alchemists,2014,3.9093,High complexity,7.67084,2,4,25491,120,120,120,13,19424,7,119,102,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
103885,Star Wars: X-Wing Miniatures Game,2012,2.4889,Average complexity,7.67429,2,2,38828,45,30,45,14,23648,10,120,21926,21926,21926,21926,9,52,21926,21926,0,0,1,0,1,0,0,0
146652,Legendary Encounters: An Alien Deck Building Game,2014,2.7045,Average complexity,7.77802,1,5,16922,60,30,60,17,11885,9,121,21926,21926,21926,30,21926,21926,21926,21926,1,0,0,0,0,0,0,0
233398,Endeavor: Age of Sail,2018,2.8049,Average complexity,7.98146,2,5,9918,90,60,90,13,7112,5,122,84,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
147020,Star Realms,2014,1.9397,Low complexity,7.57958,2,2,55915,20,20,20,12,38249,5,123,117,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
34635,Stone Age,2008,2.4721,Average complexity,7.5567,2,4,49958,90,60,90,10,46988,5,124,113,21926,19,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
4098,Age of Steam,2002,3.9011,High complexity,7.79148,1,6,10403,120,120,120,13,9392,11,125,89,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
253344,Cthulhu: Death May Die,2019,2.3782,Average complexity,8.1479,1,5,10516,120,90,120,14,5654,4,126,21926,21926,21926,22,21926,21926,21926,21926,1,0,0,0,0,0,0,0
118048,Targi,2012,2.3524,Average complexity,7.64049,2,2,25832,60,60,60,12,16676,6,127,104,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
14996,Ticket to Ride: Europe,2005,1.9317,Low complexity,7.5447,2,5,90736,60,30,60,8,62650,7,128,21926,21926,23,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
148949,Istanbul,2014,2.5857,Average complexity,7.57049,2,5,32050,60,40,60,10,26867,9,129,111,21926,20,21926,21926,21926,21926,21926,0,1,0,1,0,0,0,0
271324,It's a Wonderful World,2019,2.3004,Average complexity,7.82287,1,5,13834,60,30,60,14,9500,8,130,99,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
233867,Welcome To...,2018,1.8234,Low complexity,7.59964,1,100,33086,25,25,25,10,21071,6,131,21926,21926,18,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
43015,Hansa Teutonica,2009,3.1161,High complexity,7.68083,2,5,11697,90,45,90,12,12527,6,132,98,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
274364,Watergate,2019,2.2778,Average complexity,7.92358,2,2,12605,60,30,60,12,6644,6,133,94,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
104162,Descent: Journeys in the Dark (Second Edition),2012,3.2072,High complexity,7.66953,1,5,36975,120,120,120,14,23520,14,134,21926,21926,21926,43,21926,21926,21926,21926,1,0,0,0,0,0,0,0
244522,That's Pretty Clever!,2018,1.885,Low complexity,7.62505,1,4,26210,30,30,30,8,17062,6,135,21926,21926,17,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
9609,War of the Ring,2004,3.8469,High complexity,7.77497,2,4,13007,120,120,120,12,10115,6,136,21926,21926,21926,32,21926,21926,21926,21926,1,0,0,0,0,0,0,0
77423,The Lord of the Rings: The Card Game,2011,3.1843,High complexity,7.65542,1,2,33731,60,30,60,13,21732,7,137,21926,21926,21926,21926,6,21926,21926,21926,0,0,0,0,1,0,0,0
43111,Chaos in the Old World,2009,3.1915,High complexity,7.67437,3,4,15113,120,60,120,13,14625,9,138,110,21926,21926,34,21926,21926,21926,21926,1,1,0,0,0,0,0,0
284378,Kanban EV,2020,4.3436,High complexity,8.62853,1,4,6831,180,60,180,14,2791,4,139,60,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
287954,Azul: Summer Pavilion,2019,2.0228,Average complexity,7.77819,2,4,16529,45,30,45,8,9659,5,140,21926,3,15,21926,21926,21926,21926,21926,0,0,0,1,0,1,0,0
150376,Dead of Winter: A Crossroads Game,2014,3.0118,High complexity,7.54665,2,5,56242,120,60,120,13,41132,14,141,21926,21926,21926,50,21926,21926,21926,21926,1,0,0,0,0,0,0,0
82222,Xia: Legends of a Drift System,2014,3.1782,High complexity,7.87716,3,5,12830,180,60,180,12,8135,9,142,105,21926,21926,31,21926,21926,21926,21926,1,1,0,0,0,0,0,0
54043,Jaipur,2009,1.4846,Low complexity,7.50348,2,2,60800,30,30,30,12,40723,6,143,21926,21926,26,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
220877,Rajas of the Ganges,2017,2.8861,Average complexity,7.72185,2,4,13233,75,45,75,12,10248,6,144,108,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
17133,Railways of the World,2005,3.0221,High complexity,7.6893,2,6,12201,120,120,120,10,11299,11,145,109,21926,21926,21926,21926,21926,21926,21926,0,1,0,0,0,0,0,0
128882,The Resistance: Avalon,2012,1.7612,Low complexity,7.56414,5,10,40648,30,30,30,13,28600,11,146,21926,21926,21926,21926,21926,21926,8,21926,0,0,0,0,0,0,1,0
10630,Memoir '44,2004,2.2716,Average complexity,7.55955,2,8,35637,60,30,60,8,26711,13,147,21926,21926,21926,21926,21926,64,21926,21926,0,0,1,0,0,0,0,0
217372,The Quest for El Dorado,2017,1.9315,Low complexity,7.62258,2,4,23601,60,30,60,10,15062,7,148,21926,21926,21,21926,21926,21926,21926,21926,0,0,0,1,0,0,0,0
